# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample03.txt	yandex	wu-palmer	0.2	0.5	0.709677	0.277
sample03.txt	yandex	leacock-chodorow	0.2	0.5	0.709677	0.264
sample03.txt	yandex	sussna	0.2	0.5	0.769559	0.402
sample03.txt	google	jiang-conrath	0.2	0.5	0.612903	1.641
sample03.txt	google	lin	0.2	0.5	0.612903	4.969
sample03.txt	yandex	lin	0.2	0.5	0.709677	4.701
sample03.txt	yandex	resnik	0.2	0.5	0.709677	5.233
sample03.txt	yandex	shortest_path	0.2	0.5	0.709677	5.646
sample03.txt	yandex	jiang-conrath	0.2	0.5	0.709677	5.697
sample03.txt	google	resnik	0.2	0.5	0.612903	6.74
sample03.txt	google	shortest_path	0.2	0.5	0.612903	7.169
sample03.txt	google	wu-palmer	0.2	0.6	0.612903	0.135
sample03.txt	google	leacock-chodorow	0.2	0.6	0.612903	0.168
sample03.txt	google	sussna	0.2	0.6	0.768667	0.238
sample03.txt	yandex	leacock-chodorow	0.2	0.6	0.709677	0.223
sample03.txt	yandex	wu-palmer	0.2	0.6	0.709677	0.258
sample03.txt	yandex	sussna	0.2	0.6	0.769559	0.487
sample03.txt	google	lin	0.2	0.6	0.612903	1.748
sample03.txt	google	jiang-conrath	0.2	0.6	0.612903	2.375
sample03.txt	yandex	lin	0.2	0.6	0.709677	2.691
sample03.txt	yandex	jiang-conrath	0.2	0.6	0.709677	3.815
sample03.txt	google	shortest_path	0.2	0.6	0.612903	5.501
sample03.txt	google	resnik	0.2	0.6	0.612903	5.75
sample03.txt	yandex	shortest_path	0.2	0.6	0.709677	6.449
sample03.txt	yandex	resnik	0.2	0.6	0.709677	6.721
sample03.txt	google	leacock-chodorow	0.2	0.7	0.612903	0.132
sample03.txt	google	wu-palmer	0.2	0.7	0.612903	0.134
sample03.txt	google	sussna	0.2	0.7	0.768667	0.227
sample03.txt	yandex	leacock-chodorow	0.2	0.7	0.709677	0.186
sample03.txt	yandex	wu-palmer	0.2	0.7	0.709677	0.296
sample03.txt	yandex	sussna	0.2	0.7	0.769559	0.508
sample03.txt	google	lin	0.2	0.7	0.612903	1.605
sample03.txt	google	jiang-conrath	0.2	0.7	0.612903	3.062
sample03.txt	yandex	lin	0.2	0.7	0.709677	3.805
sample03.txt	yandex	shortest_path	0.2	0.7	0.709677	5.389
sample03.txt	yandex	jiang-conrath	0.2	0.7	0.709677	5.215
sample03.txt	yandex	resnik	0.2	0.7	0.709677	5.769
sample03.txt	google	shortest_path	0.2	0.7	0.612903	6.86
sample03.txt	google	resnik	0.2	0.7	0.612903	7.018
sample03.txt	google	leacock-chodorow	0.2	0.8	0.612903	0.17
sample03.txt	google	sussna	0.2	0.8	0.768667	0.173
sample03.txt	google	wu-palmer	0.2	0.8	0.612903	0.174
sample03.txt	yandex	wu-palmer	0.2	0.8	0.709677	0.229
sample03.txt	yandex	sussna	0.2	0.8	0.769559	0.334
sample03.txt	yandex	leacock-chodorow	0.2	0.8	0.709677	0.289
sample03.txt	google	lin	0.2	0.8	0.612903	1.708
sample03.txt	yandex	lin	0.2	0.8	0.709677	2.895
sample03.txt	yandex	jiang-conrath	0.2	0.8	0.709677	3.669
sample03.txt	google	jiang-conrath	0.2	0.8	0.612903	4.098
sample03.txt	google	resnik	0.2	0.8	0.612903	4.937
sample03.txt	google	shortest_path	0.2	0.8	0.612903	5.216
sample03.txt	yandex	shortest_path	0.2	0.8	0.709677	6.899
sample03.txt	yandex	resnik	0.2	0.8	0.709677	7.18
sample03.txt	google	wu-palmer	0.2	0.9	0.612903	0.138
sample03.txt	google	sussna	0.2	0.9	0.768667	0.234
sample03.txt	google	leacock-chodorow	0.2	0.9	0.612903	0.236
sample03.txt	yandex	leacock-chodorow	0.2	0.9	0.709677	0.187
sample03.txt	yandex	wu-palmer	0.2	0.9	0.709677	0.259
sample03.txt	yandex	sussna	0.2	0.9	0.769559	0.305
sample03.txt	google	lin	0.2	0.9	0.612903	1.671
sample03.txt	google	jiang-conrath	0.2	0.9	0.612903	3.601
sample03.txt	yandex	lin	0.2	0.9	0.709677	3.747
sample03.txt	yandex	jiang-conrath	0.2	0.9	0.709677	4.08
sample03.txt	google	shortest_path	0.2	0.9	0.612903	4.673
sample03.txt	google	resnik	0.2	0.9	0.612903	6.334
sample03.txt	yandex	shortest_path	0.2	0.9	0.709677	6.703
sample03.txt	yandex	resnik	0.2	0.9	0.709677	6.934
sample03.txt	google	leacock-chodorow	0.3	0	0.612903	0.165
sample03.txt	google	sussna	0.3	0	0.768667	0.215
sample03.txt	google	wu-palmer	0.3	0	0.612903	0.217
sample03.txt	yandex	wu-palmer	0.3	0	0.709677	0.254
sample03.txt	yandex	leacock-chodorow	0.3	0	0.709677	0.243
sample03.txt	yandex	sussna	0.3	0	0.769559	0.289
sample03.txt	google	lin	0.3	0	0.612903	1.744
sample03.txt	yandex	lin	0.3	0	0.709677	2.961
sample03.txt	yandex	jiang-conrath	0.3	0	0.709677	3.788
sample03.txt	google	jiang-conrath	0.3	0	0.612903	4.214
